ResponseId,n_subtypes,Subtype,Name,Attributes
R_3IPRcU5RKZ6ABdf,3,Subtype01,Me with family,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Intelligent,Interested,Lovable,Mature,Organised,Outgoing"
R_3IPRcU5RKZ6ABdf,3,Subtype02,Me with friends,"Comfortable,Communicative,Friendly,Fun and Entertaining,Intelligent,Interested,Lovable,Mature"
R_3IPRcU5RKZ6ABdf,3,Subtype03,Me with strangers,"Friendly,Hardworking,Independent,Mature"
R_2CpNyCC5BhAXqqg,12,Subtype01,me with my boyfriend,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Optimistic,Organised,Outgoing,Successful"
R_2CpNyCC5BhAXqqg,12,Subtype02,me with my family,"Confident,Disorganised,Happy,Intelligent,Lazy,Needed,Outgoing,Self-centered"
R_2CpNyCC5BhAXqqg,12,Subtype03,me with my friends,"Energetic,Fun and Entertaining,Irresponsible,Isolated,Lazy"
R_2CpNyCC5BhAXqqg,12,Subtype04,me with my dog,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Optimistic,Organised,Outgoing,Successful"
R_2CpNyCC5BhAXqqg,12,Subtype05,me at school,"Communicative,Energetic,Hopeless,Incompetent,Independent,Irritable,Organised,Unloved,Weary"
R_2CpNyCC5BhAXqqg,12,Subtype06,me reading a book,"Disagreeing,Friendly,Independent,Inferior,Irresponsible,Tense"
R_2CpNyCC5BhAXqqg,12,Subtype07,me playing game,"Friendly,Happy,Incompetent,Independent,Lazy,Uncomfortable"
R_2CpNyCC5BhAXqqg,12,Subtype08,me as a sister,"Comfortable,Friendly,Fun and Entertaining,Incompetent,Inferior,Interested,Isolated,Lovable,Organised,Self-centered,Weary"
R_2CpNyCC5BhAXqqg,12,Subtype09,me as a doughter,"Capable,Giving,Incompetent,Indecisive,Insecure,Intelligent,Irritable,Isolated,Lovable,Optimistic"
R_2CpNyCC5BhAXqqg,12,Subtype10,me as a girlfriend,"Energetic,Hopeless,Independent,Inferior,Intelligent,Isolated,Organised,Weary"
R_2CpNyCC5BhAXqqg,12,Subtype11,me as a student,"Disorganised,Friendly,Fun and Entertaining,Independent,Inferior,Organised,Outgoing,Self-centered,Successful,Uncomfortable,Worthless"
R_2CpNyCC5BhAXqqg,12,Subtype12,me as a neightboor,"Capable,Happy,Hopeless,Incompetent,Indecisive,Inferior,Insecure,Interested,Like a failure,Needed,Self-centered,Successful"
R_wXo4OXpLVwfc8ZX,3,Subtype01,me at work,"Comfortable,Communicative,Confident,Disagreeing,Intelligent,Interested,Irritable"
R_wXo4OXpLVwfc8ZX,3,Subtype02,me with my friends,"Disagreeing,Energetic,Friendly,Fun and Entertaining,Happy,Immature,Outgoing"
R_wXo4OXpLVwfc8ZX,3,Subtype03,me with my family,"Disorganised,Isolated,Mature,Tense,Uncomfortable,Weary"
R_3sBtmjCwKqbSr8M,7,Subtype01,Me at home,"Comfortable,Confident,Friendly,Fun and Entertaining,Indecisive,Outgoing"
R_3sBtmjCwKqbSr8M,7,Subtype02,Me at university,"Capable,Comfortable,Friendly,Happy,Hardworking,Intelligent,Mature,Organised"
R_3sBtmjCwKqbSr8M,7,Subtype03,Me with friends,"Comfortable,Confident,Energetic,Friendly,Giving,Happy,Lovable,Needed,Optimistic"
R_3sBtmjCwKqbSr8M,7,Subtype04,Me on a night out,"Comfortable,Energetic,Friendly,Incompetent,Insecure"
R_3sBtmjCwKqbSr8M,7,Subtype05,Me on my own,"Capable,Confident,Friendly,Giving,Indecisive,Intelligent"
R_3sBtmjCwKqbSr8M,7,Subtype06,Me on placement,"Capable,Communicative,Hardworking,Independent,Intelligent,Interested,Mature,Organised,Successful"
R_3sBtmjCwKqbSr8M,7,Subtype07,Me at work,"Capable,Communicative,Friendly,Giving,Organised"
R_2c1UMchhhrkRVED,3,Subtype01,me with my friends,"Comfortable,Confident,Friendly,Fun and Entertaining,Giving,Hardworking,Independent,Intelligent,Interested,Lazy,Lovable,Mature,Outgoing"
R_2c1UMchhhrkRVED,3,Subtype02,e as a brother,"Comfortable,Communicative,Energetic,Fun and Entertaining,Giving,Happy,Immature,Incompetent,Intelligent,Irresponsible,Like a failure,Lovable,Organised,Outgoing"
R_2c1UMchhhrkRVED,3,Subtype03,me at party,"Energetic,Incompetent,Indecisive,Inferior,Insecure,Irritable,Isolated,Unloved,Worthless"
R_3EKj3Yi7JeWyxQw,6,Subtype01,me at work,"Capable,Communicative,Confident,Mature,Successful"
R_3EKj3Yi7JeWyxQw,6,Subtype02,me partying,"Communicative,Energetic,Friendly,Outgoing"
R_3EKj3Yi7JeWyxQw,6,Subtype03,me with animals,"Friendly,Happy,Interested,Lovable,Mature"
R_3EKj3Yi7JeWyxQw,6,Subtype04,me at meetings,"Confident,Intelligent,Mature,Organised"
R_3EKj3Yi7JeWyxQw,6,Subtype05,me with family,"Comfortable,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Needed"
R_3EKj3Yi7JeWyxQw,6,Subtype06,me as a lover,"Confident,Giving,Happy,Immature,Interested,Lovable"
R_1kFhwAisX2el5um,7,Subtype01,me with my girlfriend,"Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Outgoing"
R_1kFhwAisX2el5um,7,Subtype02,me with my girlfriend's family,"Friendly,Insecure,Interested,Mature,Organised,Uncomfortable"
R_1kFhwAisX2el5um,7,Subtype03,me with my friends from school,"Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining,Happy,Immature,Lovable,Outgoing"
R_1kFhwAisX2el5um,7,Subtype04,me with my work colleagues,"Capable,Communicative,Confident,Friendly,Hardworking,Intelligent,Interested,Organised,Successful"
R_1kFhwAisX2el5um,7,Subtype05,me as a runner,"Energetic,Hardworking,Outgoing"
R_1kFhwAisX2el5um,7,Subtype06,me as a football fan,"Energetic,Friendly,Fun and Entertaining,Happy,Interested,Tense"
R_1kFhwAisX2el5um,7,Subtype07,me as a political activist,"Capable,Comfortable,Communicative,Confident,Energetic,Giving,Hardworking,Intelligent,Interested,Organised"
R_333UukeTDgAowfz,5,Subtype01,Me at home,"Capable,Comfortable,Confident,Friendly,Fun and Entertaining,Giving,Happy,Lazy,Mature"
R_333UukeTDgAowfz,5,Subtype02,Me with friend,"Comfortable,Communicative,Friendly,Fun and Entertaining,Happy"
R_333UukeTDgAowfz,5,Subtype03,Me at work,"Capable,Hardworking,Intelligent,Organised,Successful,Tense"
R_333UukeTDgAowfz,5,Subtype04,Me at a gig,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Outgoing"
R_333UukeTDgAowfz,5,Subtype05,Me at training,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Interested,Outgoing,Successful"
R_31hMdzwtvR2p71U,8,Subtype01,me as myself and how I think of myself as a person,"Capable,Happy,Independent,Lovable,Mature,Organised"
R_31hMdzwtvR2p71U,8,Subtype02,me as a daughter,"Capable,Confident,Friendly,Happy,Interested,Lovable,Mature,Needed,Organised"
R_31hMdzwtvR2p71U,8,Subtype03,me as a mother,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Successful"
R_31hMdzwtvR2p71U,8,Subtype04,me as a granny,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Successful"
R_31hMdzwtvR2p71U,8,Subtype05,me as a niece,"Capable,Comfortable,Communicative,Friendly,Independent,Interested,Lovable,Mature,Needed,Organised"
R_31hMdzwtvR2p71U,8,Subtype06,me as a cousin,"Communicative,Friendly,Fun and Entertaining,Happy,Independent,Interested,Lovable"
R_31hMdzwtvR2p71U,8,Subtype07,me reading,"Capable,Comfortable,Confident,Friendly,Happy,Independent,Intelligent,Interested,Mature,Organised,Successful"
R_31hMdzwtvR2p71U,8,Subtype08,me in my garden,"Capable,Comfortable,Confident,Energetic,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Organised,Successful"
R_1i2N5dn3Fm9kHPV,8,Subtype01,me at work,"Capable,Indecisive,Independent,Lazy,Sad and Blue"
R_1i2N5dn3Fm9kHPV,8,Subtype02,me with close friends,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Optimistic"
R_1i2N5dn3Fm9kHPV,8,Subtype03,me at dancing class,"Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Interested,Mature,Outgoing"
R_1i2N5dn3Fm9kHPV,8,Subtype04,me at a bar,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Outgoing,Successful"
R_1i2N5dn3Fm9kHPV,8,Subtype05,me dating,"Communicative,Confident,Energetic,Friendly,Giving,Interested,Lovable"
R_1i2N5dn3Fm9kHPV,8,Subtype06,me with my SO,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Interested,Lovable,Optimistic,Organised,Outgoing"
R_1i2N5dn3Fm9kHPV,8,Subtype07,me in parties/festival,"Capable,Communicative,Disorganised,Energetic,Fun and Entertaining,Immature,Optimistic,Successful"
R_1i2N5dn3Fm9kHPV,8,Subtype08,me alone,"Comfortable,Insecure,Isolated,Lazy,Mature,Self-centered"
R_795QJW5G8OdO01P,4,Subtype01,"nervous, social situation","Disorganised,Incompetent,Indecisive,Inferior,Insecure,Isolated,Lazy,Like a failure,Sad and Blue,Tense,Uncomfortable,Worthless"
R_795QJW5G8OdO01P,4,Subtype02,"confident, creating art","Independent,Interested,Optimistic"
R_795QJW5G8OdO01P,4,Subtype03,"doubtful, me at work","Disagreeing,Disorganised,Incompetent,Indecisive,Like a failure,Uncomfortable"
R_795QJW5G8OdO01P,4,Subtype04,"helpful, with partner","Capable,Disagreeing,Giving,Hopeless,Unloved,Worthless"
R_1dEVX4t0jV0RoEe,5,Subtype01,Me at work,"Capable,Comfortable,Communicative,Hardworking,Independent,Intelligent,Mature,Organised"
R_1dEVX4t0jV0RoEe,5,Subtype02,Me at home,"Disorganised,Irritable,Lazy,Weary"
R_1dEVX4t0jV0RoEe,5,Subtype03,Me with friends,"Comfortable,Friendly,Fun and Entertaining,Happy"
R_1dEVX4t0jV0RoEe,5,Subtype04,Me with family,"Disagreeing,Inferior,Insecure,Irritable,Isolated,Uncomfortable"
R_1dEVX4t0jV0RoEe,5,Subtype05,Me in new situations,"Indecisive,Inferior,Insecure,Isolated,Sad and Blue,Uncomfortable"
R_2QDPjjJAIGjadeN,3,Subtype01,me at work,"Capable,Comfortable,Communicative,Disagreeing,Disorganised,Intelligent,Irritable,Lazy,Weary"
R_2QDPjjJAIGjadeN,3,Subtype02,me out of the contry,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Needed,Outgoing,Successful"
R_2QDPjjJAIGjadeN,3,Subtype03,me with friends,"Capable,Comfortable,Friendly,Fun and Entertaining,Giving,Happy,Intelligent,Interested,Lovable,Needed"
R_31WyfbaPIT2zAE5,4,Subtype01,me with friends,"Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Lovable,Optimistic,Outgoing"
R_31WyfbaPIT2zAE5,4,Subtype02,me with family,"Disagreeing,Disorganised,Hopeless,Immature,Incompetent,Indecisive,Insecure,Irresponsible,Irritable,Isolated,Lazy,Tense,Uncomfortable,Unloved,Worthless"
R_31WyfbaPIT2zAE5,4,Subtype03,me as a mum,"Capable,Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Successful"
R_31WyfbaPIT2zAE5,4,Subtype04,me with a partner,"Disorganised,Hopeless,Immature,Incompetent,Indecisive,Insecure,Irritable,Isolated,Lazy,Like a failure,Tense,Unloved,Worthless"
R_009kAp26ogQlgYh,9,Subtype01,Me alone,"Capable,Comfortable,Happy,Hardworking,Independent,Interested,Optimistic,Organised,Self-centered"
R_009kAp26ogQlgYh,9,Subtype02,Me as a wife,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Lovable,Needed,Optimistic,Organised,Outgoing"
R_009kAp26ogQlgYh,9,Subtype03,Me as a daughter in law,"Incompetent,Indecisive,Inferior,Insecure,Tense,Uncomfortable,Weary"
R_009kAp26ogQlgYh,9,Subtype04,Me at a job interview,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Interested,Mature,Optimistic,Organised,Outgoing,Successful"
R_009kAp26ogQlgYh,9,Subtype05,Me in a workplace environment,"Capable,Confident,Happy,Hardworking,Independent,Insecure,Mature,Optimistic,Organised,Successful,Tense,Uncomfortable"
R_009kAp26ogQlgYh,9,Subtype06,Me on the bus,"Capable,Comfortable,Independent,Isolated,Mature,Organised,Self-centered"
R_009kAp26ogQlgYh,9,Subtype07,Me when I am ill,"Hopeless,Incompetent,Indecisive,Insecure,Irritable,Lazy,Sad and Blue,Self-centered,Tense,Uncomfortable,Weary,Worthless"
R_009kAp26ogQlgYh,9,Subtype08,Me in a crowd,"Capable,Independent,Insecure,Tense,Uncomfortable"
R_009kAp26ogQlgYh,9,Subtype09,Me at my husband's workplace,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Interested,Lovable,Mature,Optimistic,Organised,Outgoing"
R_WoiCY2NzidIbiTf,6,Subtype01,Me at home,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Irritable,Lazy,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Self-centered,Successful"
R_WoiCY2NzidIbiTf,6,Subtype02,Me at work,"Friendly,Fun and Entertaining,Hardworking,Indecisive,Inferior,Insecure,Interested,Like a failure,Organised,Uncomfortable"
R_WoiCY2NzidIbiTf,6,Subtype03,Me at dance classes,"Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Independent,Intelligent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Tense"
R_WoiCY2NzidIbiTf,6,Subtype04,Me at dance comps,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Lovable,Needed,Optimistic,Organised,Outgoing,Successful,Tense"
R_WoiCY2NzidIbiTf,6,Subtype05,Me out with friends,"Friendly,Fun and Entertaining,Indecisive,Insecure,Uncomfortable"
R_WoiCY2NzidIbiTf,6,Subtype06,Me in online groups,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Successful"
R_3PpkKz9m90YAcMs,2,Subtype01,me at university,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Independent,Intelligent,Interested,Lovable,Mature,Organised,Successful,Tense"
R_3PpkKz9m90YAcMs,2,Subtype02,me with my friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Mature"
R_1ffnDXS1pKD2fTM,5,Subtype01,me at work,"Communicative,Confident,Giving,Hardworking,Organised"
R_1ffnDXS1pKD2fTM,5,Subtype02,me at university,"Communicative,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Optimistic,Organised,Outgoing"
R_1ffnDXS1pKD2fTM,5,Subtype03,me alone,"Comfortable,Indecisive,Independent,Isolated,Lazy,Self-centered"
R_1ffnDXS1pKD2fTM,5,Subtype04,me with my partner,"Comfortable,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Interested,Lovable,Optimistic,Organised,Sad and Blue,Self-centered,Tense"
R_1ffnDXS1pKD2fTM,5,Subtype05,me with my relatives,"Comfortable,Confident,Disorganised,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lazy,Lovable,Mature,Optimistic"
R_27B8kdTVgv7ccgc,5,Subtype01,Me at work,"Capable,Friendly,Giving,Hardworking,Hopeless,Insecure,Intelligent,Isolated,Like a failure,Organised,Tense,Weary"
R_27B8kdTVgv7ccgc,5,Subtype02,Me with parents,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Immature,Interested,Lovable,Needed"
R_27B8kdTVgv7ccgc,5,Subtype03,Me with boyfriend,"Comfortable,Disagreeing,Fun and Entertaining,Incompetent,Indecisive,Inferior,Insecure,Irritable,Like a failure,Sad and Blue,Tense,Unloved,Weary,Worthless"
R_27B8kdTVgv7ccgc,5,Subtype04,Me with friends,"Capable,Comfortable,Communicative,Friendly,Fun and Entertaining,Intelligent,Interested,Successful"
R_27B8kdTVgv7ccgc,5,Subtype05,Me with extended family,"Capable,Independent,Intelligent,Successful,Tense,Uncomfortable"
R_UgPY4l2jnKdP1Ml,4,Subtype01,Me with my friends,"Capable,Comfortable,Confident,Energetic,Friendly,Intelligent,Optimistic,Self-centered,Successful"
R_UgPY4l2jnKdP1Ml,4,Subtype02,Me at the job,"Communicative,Disorganised,Energetic,Hardworking,Indecisive,Inferior,Needed,Tense,Uncomfortable"
R_UgPY4l2jnKdP1Ml,4,Subtype03,Me playing football,"Capable,Communicative,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Hopeless,Intelligent,Mature,Optimistic,Successful,Tense"
R_UgPY4l2jnKdP1Ml,4,Subtype04,Me having fun,"Comfortable,Confident,Friendly,Happy,Optimistic,Organised"
R_3Pc0snHf7sNJRGO,5,Subtype01,Me with my family,"Comfortable,Communicative,Confident,Fun and Entertaining,Happy,Lovable,Mature,Optimistic"
R_3Pc0snHf7sNJRGO,5,Subtype02,Me with my housemates,"Friendly,Interested,Optimistic,Organised,Outgoing"
R_3Pc0snHf7sNJRGO,5,Subtype03,Me with my choir group,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Interested,Lovable,Optimistic,Organised,Outgoing"
R_3Pc0snHf7sNJRGO,5,Subtype04,Me with my close friends,"Capable,Comfortable,Confident,Friendly,Fun and Entertaining,Happy,Interested,Irritable,Lovable,Mature,Needed,Optimistic,Outgoing,Sad and Blue,Successful"
R_3Pc0snHf7sNJRGO,5,Subtype05,Me with people I'm not acquainted with in general,"Confident,Friendly,Giving,Insecure,Intelligent,Organised,Tense"
R_2TZZ6hfu2H59o3e,4,Subtype01,me with my family,"Capable,Comfortable,Communicative,Energetic,Friendly,Happy,Intelligent,Interested,Needed,Optimistic,Organised"
R_2TZZ6hfu2H59o3e,4,Subtype02,my at job,"Capable,Comfortable,Confident,Hardworking,Independent,Intelligent,Interested,Mature,Needed,Organised"
R_2TZZ6hfu2H59o3e,4,Subtype03,me with my friends,"Comfortable,Communicative,Friendly,Happy,Interested,Optimistic"
R_2TZZ6hfu2H59o3e,4,Subtype04,me with something funny,"Capable,Fun and Entertaining,Happy,Lazy,Needed"
R_dmNWmXbAvVkXybT,3,Subtype01,me alone,"Comfortable,Independent,Lazy"
R_dmNWmXbAvVkXybT,3,Subtype02,me at university,"Capable,Confident,Hardworking,Independent,Interested,Mature,Optimistic,Organised"
R_dmNWmXbAvVkXybT,3,Subtype03,me with friends,"Comfortable,Communicative,Friendly,Interested,Lovable,Optimistic"
R_3qTAAP3wHuhCeZv,4,Subtype01,me as a mother,"Capable,Interested,Mature,Needed,Organised,Self-centered"
R_3qTAAP3wHuhCeZv,4,Subtype02,me at university,"Communicative,Confident,Disagreeing,Disorganised,Friendly,Intelligent,Outgoing"
R_3qTAAP3wHuhCeZv,4,Subtype03,me with my romantic partner,"Comfortable,Giving,Happy,Interested,Irritable,Lovable,Needed"
R_3qTAAP3wHuhCeZv,4,Subtype04,me at an oral presentation,"Comfortable,Hardworking,Insecure,Intelligent,Mature,Organised,Successful,Tense"
R_10DgMW6CXMmV5JU,6,Subtype01,me with family,"Comfortable,Communicative,Confident,Irritable"
R_10DgMW6CXMmV5JU,6,Subtype02,me with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Immature,Interested,Organised,Outgoing"
R_10DgMW6CXMmV5JU,6,Subtype03,me with my partner,"Capable,Comfortable,Communicative,Confident,Fun and Entertaining,Giving,Happy,Lovable,Mature,Needed,Optimistic"
R_10DgMW6CXMmV5JU,6,Subtype04,me with strangers,"Capable,Communicative,Friendly,Hardworking,Interested,Mature,Organised"
R_10DgMW6CXMmV5JU,6,Subtype05,me playing video games,"Capable,Comfortable,Communicative,Confident,Energetic,Fun and Entertaining,Happy,Immature,Independent,Interested,Isolated,Optimistic,Organised,Outgoing,Successful,Tense"
R_10DgMW6CXMmV5JU,6,Subtype06,me working out,"Capable,Confident,Energetic,Happy,Hardworking,Interested,Isolated,Mature,Optimistic,Organised,Successful"
R_2sYGbeqqepUDNPD,8,Subtype01,Me going for a jog,"Capable,Hardworking"
R_2sYGbeqqepUDNPD,8,Subtype02,Me doing university work,"Capable,Communicative,Tense"
R_2sYGbeqqepUDNPD,8,Subtype03,Me doing Toshiba work,"Isolated,Tense"
R_2sYGbeqqepUDNPD,8,Subtype04,Me at Toshiba,"Disorganised,Indecisive,Tense,Uncomfortable"
R_2sYGbeqqepUDNPD,8,Subtype05,Me at university,"Friendly,Independent,Successful"
R_2sYGbeqqepUDNPD,8,Subtype06,Me with university friends,"Comfortable,Communicative,Energetic,Friendly"
R_2sYGbeqqepUDNPD,8,Subtype07,Me with friends from home,"Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining"
R_2sYGbeqqepUDNPD,8,Subtype08,Me with my family,"Irritable,Like a failure,Tense,Weary"
R_269B4jCobNEfanv,4,Subtype01,Me doing sport activities,"Comfortable,Confident,Energetic,Fun and Entertaining,Happy,Hardworking,Independent,Optimistic,Organised,Successful"
R_269B4jCobNEfanv,4,Subtype02,Me attending a party,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Happy,Interested,Outgoing"
R_269B4jCobNEfanv,4,Subtype03,Me at work,"Confident,Energetic,Hardworking,Mature,Organised"
R_269B4jCobNEfanv,4,Subtype04,Me talking with my parents-in-law,"Comfortable,Friendly,Happy,Interested,Optimistic,Outgoing,Tense"
R_vo8XX2GO2EXkdI5,3,Subtype01,me with my boyfriend,"Capable,Comfortable,Communicative,Confident,Disagreeing,Friendly,Fun and Entertaining,Giving,Happy,Immature,Indecisive,Independent,Interested,Irritable,Lovable,Needed,Optimistic,Outgoing"
